Geo,Year,EcoProp,ImpProp
5.171E+11,2024,0,0
5.171E+11,2024,0,0
5.1156E+11,2024,0,0
5.11319E+11,2024,0,0
5.11319E+11,2024,0,0
5.10595E+11,2024,0,0
5.17E+11,2024,0,0
5.11539E+11,2024,0,0
5.10011E+11,2024,0,0
5.1002E+11,2024,0,0
5.1002E+11,2024,0,0
5.11319E+11,2024,0,0
5.1002E+11,2024,0,0
5.1651E+11,2024,0,0
5.1132E+11,2024,0,0
5.11319E+11,2024,0,0
5.171E+11,2024,0,0
5.171E+11,2024,0,0
5.17402E+11,2024,0,0
5.11552E+11,2024,0,0
5.181E+11,2024,0,0
5.181E+11,2024,0,0
5.11552E+11,2024,0,0
5.171E+11,2024,0,0
5.181E+11,2024,0,0
5.1134E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10011E+11,2024,0,0
5.10594E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.16859E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.11959E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10872E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.168E+11,2045,0.003,0.009
5.168E+11,2045,0.003,0.009
5.1031E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.16105E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10872E+11,2045,0.003,0.009
5.10872E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.184E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.163E+11,2045,0.003,0.009
5.163E+11,2045,0.003,0.009
5.163E+11,2045,0.003,0.009
5.163E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.155E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.11991E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.1121E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10872E+11,2045,0.003,0.009
5.10872E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.166E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.1003E+11,2045,0.003,0.009
5.1003E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.1711E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.1014E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.154E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.17601E+11,2045,0.003,0.009
5.10411E+11,2045,0.003,0.009
5.10411E+11,2045,0.003,0.009
5.1003E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.17601E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.11076E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.17601E+11,2045,0.003,0.009
5.17601E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.155E+11,2045,0.003,0.009
5.155E+11,2045,0.003,0.009
5.16859E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.1003E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.11959E+11,2045,0.003,0.009
5.11959E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.165E+11,2045,0.003,0.009
5.17601E+11,2045,0.003,0.009
5.17601E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10151E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.16839E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.15102E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.11539E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.10594E+11,2045,0.003,0.009
5.177E+11,2045,0.003,0.009
5.177E+11,2045,0.003,0.009
5.177E+11,2045,0.003,0.009
5.177E+11,2045,0.003,0.009
5.177E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.16003E+11,2045,0.003,0.009
5.176E+11,2045,0.003,0.009
5.10131E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.181E+11,2045,0.003,0.009
5.17402E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.171E+11,2045,0.003,0.009
5.10595E+11,2045,0.003,0.009
